,first_prize,first_prize_size,prize_pool,resrult_bef1,resrult_bef2,resrult_bef3,resrult_bef4,resrult_bef5,resrult_beh1,resrult_beh2,result_day,result_num,second_prize,second_prize_size,total_bet_amount
235,"10,000,000",3,"5,339,234,513",14,23,25,31,32,1,3,2018/4/4,18038,"263,418",39,"198,878,775"
236,"10,000,000",2,"5,323,867,872",1,3,27,30,31,2,11,2018/4/2,18037,"183,389",52,"205,790,103"
237,0,0,"5,297,754,793",11,17,18,21,27,7,8,2018/3/31,18036,"207,387",54,"227,859,939"
238,0,0,"5,244,871,082",5,7,10,12,24,7,11,2018/3/28,18035,"129,707",73,"211,060,885"
239,"8,607,549",5,"5,196,338,763",8,11,22,27,32,3,7,2018/3/26,18034,"78,334",110,"212,117,050"
240,"6,877,616",9,"5,198,381,632",2,3,19,23,34,4,9,2018/3/24,18033,"65,866",113,"231,061,109"
241,"10,000,000",1,"5,225,006,750",7,10,17,32,35,5,12,2018/3/21,18032,"161,202",59,"211,403,323"
242,"10,000,000",1,"5,184,093,714",3,8,13,17,23,5,11,2018/3/19,18031,"115,734",83,"211,527,559"
243,"10,000,000",2,"5,152,546,013",5,18,21,28,32,9,11,2018/3/17,18030,"68,015",130,"230,478,981"
244,"10,000,000",3,"5,134,052,855",3,9,21,25,29,1,8,2018/3/14,18029,"112,385",81,"211,962,307"
245,"10,000,000",1,"5,125,941,530",4,19,25,30,35,4,7,2018/3/12,18028,"175,366",60,"210,397,698"
246,"10,000,000",3,"5,085,962,016",1,18,20,21,26,4,11,2018/3/10,18027,"257,805",39,"222,637,440"
247,"10,000,000",2,"5,074,912,532",1,2,3,4,30,3,5,2018/3/7,18026,"82,611",108,"205,938,359"
248,"10,000,000",3,"5,047,617,317",7,8,9,15,34,7,8,2018/3/5,18025,"203,072",46,"207,433,913"
249,"10,000,000",3,"5,038,602,897",2,16,24,30,32,4,7,2018/3/3,18024,"383,935",29,"230,080,943"
250,"10,000,000",1,"5,016,451,627",12,13,18,21,29,2,8,2018/2/28,18023,"110,789",72,"203,587,803"
251,0,0,"4,988,506,161",2,10,19,33,35,5,6,2018/2/26,18022,"223,044",43,"202,288,216"
252,"10,000,000",1,"4,941,852,651",5,6,8,9,15,4,11,2018/2/24,18021,"101,227",84,"233,520,667"
253,"10,000,000",1,"4,908,324,787",1,10,13,14,21,9,12,2018/2/14,18020,"251,143",45,"223,552,917"
254,"10,000,000",1,"4,865,933,980",10,11,19,21,28,5,12,2018/2/12,18019,"250,933",42,"206,501,821"
255,0,0,"4,824,492,674",6,8,13,24,28,6,12,2018/2/10,18018,"176,906",63,"226,108,418"
256,"9,929,207",3,"4,771,863,108",4,19,21,23,31,4,9,2018/2/7,18017,"262,613",37,"202,520,718"
257,"10,000,000",3,"4,766,514,256",1,2,12,13,23,9,12,2018/2/5,18016,"108,508",81,"202,835,116"
258,"10,000,000",2,"4,753,653,322",4,13,15,18,29,5,11,2018/2/3,18015,"155,659",59,"220,572,521"
259,"10,000,000",1,"4,726,825,681",14,16,18,24,31,1,8,2018/1/31,18014,"188,566",53,"203,817,985"
260,0,0,"4,684,812,702",8,24,31,33,35,7,10,2018/1/29,18013,"245,948",43,"203,090,721"
261,"8,218,993",6,"4,635,213,010",3,22,24,29,34,7,11,2018/1/27,18012,"92,558",109,"218,599,858"
262,0,0,"4,641,173,456",3,13,15,23,26,1,10,2018/1/24,18011,"309,639",37,"203,498,133"
263,"10,000,000",2,"4,588,018,755",24,25,26,28,29,4,12,2018/1/22,18010,"136,700",74,"209,455,315"
264,0,0,"4,570,009,063",10,12,28,30,34,3,4,2018/1/20,18009,"338,952",38,"230,281,073"
265,"9,822,295",3,"4,509,562,520",9,15,17,20,22,10,11,2018/1/17,18008,"225,457",47,"211,879,491"
266,"10,000,000",2,"4,504,102,672",3,4,28,31,34,4,11,2018/1/15,18007,"263,162",41,"210,430,592"
267,0,0,"4,483,250,787",19,20,30,32,33,3,5,2018/1/13,18006,"79,115",121,"228,876,959"
268,"7,758,568",6,"4,435,847,449",4,9,23,24,30,8,11,2018/1/10,18005,"48,824",174,"208,354,385"
269,"9,787,367",4,"4,445,675,467",4,9,22,28,30,1,10,2018/1/8,18004,"186,520",56,"205,801,716"
270,"8,556,199",5,"4,440,647,604",4,21,23,24,30,9,10,2018/1/6,18003,"172,793",60,"226,801,109"
271,"6,484,151",11,"4,443,585,959",12,20,23,27,34,1,6,2018/1/3,18002,"108,436",77,"208,431,222"
272,"9,138,300",4,"4,479,674,483",1,13,22,25,35,3,4,2018/1/1,18001,"249,848",47,"215,274,808"
273,"10,000,000",4,"4,478,126,302",1,9,24,26,34,9,12,2017/12/30,17153,"162,593",70,"236,928,410"
274,"9,200,875",4,"4,466,541,182",2,4,7,23,28,2,8,2017/12/27,17152,"102,532",89,"214,887,235"
275,"10,000,000",3,"4,464,946,961",5,6,23,28,32,4,5,2017/12/25,17151,"198,440",52,"211,995,741"
276,"10,000,000",1,"4,457,502,260",3,6,10,13,18,9,11,2017/12/23,17150,"282,679",41,"235,911,666"
277,"10,000,000",1,"4,407,904,079",10,18,19,25,26,4,12,2017/12/20,17149,"102,805",102,"216,816,379"
278,"8,582,365",4,"4,364,959,468",19,27,31,32,35,11,12,2017/12/18,17148,"151,203",60,"211,263,443"
279,"10,000,000",1,"4,367,250,718",5,16,17,25,34,1,11,2017/12/16,17147,"151,991",73,"229,737,246"
280,"9,143,114",4,"4,318,480,826",1,5,11,14,35,9,10,2017/12/13,17146,"90,710",99,"213,122,165"
281,"10,000,000",2,"4,317,224,774",4,7,17,18,19,3,10,2017/12/11,17145,"72,192",114,"213,369,884"
282,"10,000,000",3,"4,309,699,345",3,21,23,29,32,10,11,2017/12/9,17144,"161,804",76,"233,101,357"
283,"10,000,000",4,"4,282,393,686",6,9,24,29,32,2,7,2017/12/6,17143,"147,020",66,"209,971,249"
284,"10,000,000",1,"4,275,347,171",1,5,16,19,28,2,10,2017/12/4,17142,"174,921",55,"209,153,464"
285,"10,000,000",3,"4,237,389,514",2,8,21,22,29,3,5,2017/12/2,17141,"150,239",69,"227,842,115"
286,"10,000,000",3,"4,219,678,773",10,16,25,26,29,1,5,2017/11/29,17140,"185,752",51,"210,287,622"
287,"10,000,000",2,"4,210,596,967",2,6,19,25,32,9,12,2017/11/27,17139,"91,355",85,"208,076,169"
288,"6,550,178",13,"4,195,563,190",4,7,9,20,25,2,11,2017/11/25,17138,"144,104",69,"224,706,665"
289,"6,019,019",15,"4,236,731,015",1,20,22,28,29,5,7,2017/11/22,17137,"297,765",32,"208,371,260"
290,"5,878,930",17,"4,314,495,402",1,11,20,21,22,3,4,2017/11/20,17136,"103,245",96,"204,621,999"
291,"10,000,000",4,"4,403,766,719",1,12,15,19,22,2,4,2017/11/18,17135,"207,123",59,"228,099,000"
292,"10,000,000",2,"4,384,046,233",7,18,19,32,34,2,10,2017/11/15,17134,"105,156",91,"209,089,016"
293,0,0,"4,363,865,130",15,17,19,32,33,1,3,2017/11/13,17133,"199,420",53,"205,369,201"
294,"10,000,000",2,"4,276,365,066",11,17,23,26,27,1,10,2017/11/11,17132,"187,527",67,"228,286,369"
295,"10,000,000",4,"4,276,365,066",3,5,8,19,34,1,12,2017/11/8,17131,"131,810",68,"209,769,933"
296,"10,000,000",1,"4,269,462,536",5,18,28,33,34,3,4,2017/11/6,17130,"177,998",56,"205,281,738"
297,"8,566,848",4,"4,234,584,571",5,17,20,32,33,4,9,2017/11/4,17129,"74,828",95,"221,400,965"
298,"10,000,000",3,"4,236,702,290",9,11,13,18,33,2,3,2017/11/1,17128,"237,346",47,"210,460,163"
299,"5,932,533",17,"4,224,508,242",2,15,18,21,22,3,10,2017/10/30,17127,"81,089",87,"202,014,185"
300,"10,000,000",3,"4,291,619,493",3,4,13,24,33,1,11,2017/10/28,17126,"176,696",71,"224,742,436"
301,"5,652,545",16,"4,275,162,353",7,11,18,26,28,4,5,2017/10/25,17125,"21,874",255,"202,527,987"
302,"10,000,000",1,"4,351,880,934",3,29,30,32,35,3,8,2017/10/23,17124,"179,827",48,"201,634,459"
303,"10,000,000",2,"4,318,722,376",3,15,23,26,32,1,12,2017/10/21,17123,"180,135",67,"224,279,189"
304,"10,000,000",3,"4,284,527,224",3,12,18,29,34,3,11,2017/10/18,17122,"137,357",72,"204,853,140"
305,0,0,"4,271,765,199",1,6,12,26,31,1,7,2017/10/16,17121,"149,524",59,"199,583,003"
306,"6,747,509",7,"4,223,045,066",8,15,24,26,27,5,6,2017/10/14,17120,"63,449",107,"216,330,390"
307,"8,296,832",5,"4,247,472,952",5,7,13,29,35,3,8,2017/10/11,17119,"216,912",43,"197,391,000"
308,"6,287,618",11,"4,252,457,951",2,7,16,20,33,3,11,2017/10/9,17118,"166,932",57,"195,121,929"
309,"8,668,433",5,"4,307,581,838",5,7,9,24,32,8,10,2017/10/7,17117,"220,578",40,"207,881,694"
310,"10,000,000",2,"4,309,435,912",2,27,30,32,33,1,3,2017/10/4,17116,"242,412",36,"172,984,540"
311,"9,023,329",3,"4,288,831,779",14,19,20,25,31,6,8,2017/10/2,17115,"38,436",172,"175,963,547"
312,"10,000,000",1,"4,288,325,250",6,7,12,18,23,1,12,2017/9/30,17114,"207,498",55,"221,457,669"
313,"6,601,551",10,"4,238,842,403",5,8,17,18,23,4,12,2017/9/27,17113,"73,142",117,"202,181,819"
314,"7,219,221",6,"4,270,236,000",5,6,20,31,32,6,12,2017/9/25,17112,"105,157",88,"199,283,910"
315,"10,000,000",1,"4,289,815,824",2,14,17,26,34,8,12,2017/9/23,17111,"251,070",43,"220,140,489"
316,"10,000,000",3,"4,252,044,900",10,14,20,21,35,2,5,2017/9/20,17110,"154,052",59,"201,794,687"
317,"6,758,620",6,"4,242,085,788",6,9,19,26,34,5,7,2017/9/18,17109,"76,612",95,"202,094,126"
318,"10,000,000",3,"4,268,598,636",1,4,15,21,22,4,9,2017/9/16,17108,"219,374",49,"224,635,006"
319,"10,000,000",2,"4,256,486,299",4,10,19,25,27,6,12,2017/9/13,17107,"91,858",89,"203,030,002"
320,"10,000,000",3,"4,239,006,391",9,12,18,23,29,2,4,2017/9/11,17106,"130,216",76,"201,806,989"
321,"10,000,000",2,"4,224,981,560",4,15,22,24,32,2,9,2017/9/9,17105,"268,351",42,"224,525,720"
322,"9,662,472",3,"4,191,982,211",9,11,22,27,30,9,11,2017/9/6,17104,"36,073",192,"200,139,054"
323,"10,000,000",2,"4,188,619,608",4,19,20,24,29,3,4,2017/9/4,17103,"173,350",53,"199,164,249"
324,"10,000,000",2,"4,163,837,399",1,12,23,24,29,8,12,2017/9/2,17102,"213,587",55,"224,707,432"
325,"5,495,812",18,"4,125,812,710",5,15,21,25,29,5,8,2017/8/30,17101,"31,641",164,"200,305,918"
326,0,0,"4,228,046,475",2,5,18,19,31,1,9,2017/8/28,17100,"119,712",71,"199,482,458"
327,"10,000,000",1,"4,185,748,073",8,9,17,18,24,3,7,2017/8/26,17099,"184,138",53,"221,193,415"
328,"10,000,000",2,"4,147,258,197",6,9,17,30,35,10,11,2017/8/23,17098,"113,754",68,"196,939,620"
329,"10,000,000",1,"4,126,211,909",7,14,19,22,34,7,12,2017/8/21,17097,"125,007",76,"196,473,148"
330,"10,000,000",1,"4,090,375,935",3,7,9,17,28,4,12,2017/8/19,17096,"107,135",95,"208,897,903"
331,"6,540,496",10,"4,049,665,155",15,32,33,34,35,3,12,2017/8/16,17095,"15,000",942,"201,396,755"
332,"7,965,144",4,"4,085,529,699",3,5,8,29,33,4,8,2017/8/14,17094,"79,496",97,"199,415,092"
333,"9,617,428",5,"4,092,641,538",5,6,17,21,29,2,4,2017/8/12,17093,"145,415",74,"221,236,141"
334,0,0,"4,088,257,898",3,7,9,17,34,4,5,2017/8/9,17092,"163,459",47,"195,744,671"
335,0,0,"4,051,343,402",1,5,7,16,19,3,12,2017/8/7,17091,"153,078",61,"195,484,927"
336,"10,000,000",1,"4,007,843,515",3,6,15,22,35,9,11,2017/8/5,17090,"223,443",48,"213,149,992"
337,"7,918,368",5,"3,963,658,497",3,5,6,15,18,3,10,2017/8/2,17089,"63,221",117,"195,804,666"
338,"10,000,000",3,"3,970,858,480",5,28,31,34,35,8,9,2017/7/31,17088,"175,572",55,"197,682,581"
339,"10,000,000",1,"3,955,355,946",3,14,21,29,35,2,6,2017/7/29,17087,"162,144",66,"217,653,411"
340,"6,160,458",12,"3,912,253,586",12,15,18,22,31,1,8,2017/7/26,17086,"98,697",86,"197,778,070"
341,"6,665,765",7,"3,965,099,359",9,13,14,25,30,2,5,2017/7/24,17085,"38,310",237,"196,537,555"
342,0,0,"3,995,626,666",6,11,14,21,31,9,12,2017/7/22,17084,"233,159",46,"212,546,263"
343,"10,000,000",1,"3,942,194,219",2,5,14,22,34,3,9,2017/7/19,17083,"135,916",67,"196,082,394"
344,"10,000,000",2,"3,905,756,159",5,13,20,21,25,8,9,2017/7/17,17082,"193,952",42,"195,165,466"
345,"10,000,000",3,"3,886,662,218",2,12,15,20,34,1,6,2017/7/15,17081,"230,358",46,"214,440,906"
346,"9,890,573",4,"3,863,295,763",8,10,21,30,31,2,5,2017/7/12,17080,"72,884",102,"195,562,828"
347,"6,846,376",8,"3,858,398,294",1,17,19,32,33,2,11,2017/7/10,17079,"83,791",101,"195,650,788"
348,"10,000,000",2,"3,885,958,972",4,5,27,31,34,3,6,2017/7/8,17078,"159,068",67,"215,807,962"
349,0,0,"3,854,394,416",1,3,4,25,31,6,9,2017/7/5,17077,"157,657",54,"199,482,288"
350,"10,000,000",2,"3,809,067,958",2,7,25,30,35,7,12,2017/7/3,17076,"224,809",41,"200,022,206"
351,"10,000,000",3,"3,798,166,893",5,11,16,18,35,1,6,2017/7/1,17075,"219,558",45,"221,784,822"
352,0,0,"3,790,728,402",8,10,11,13,17,8,11,2017/6/28,17074,"159,161",59,"204,843,047"
353,"10,000,000",3,"3,744,836,916",7,18,28,31,33,1,2,2017/6/26,17073,"238,884",43,"204,516,994"
354,"10,000,000",1,"3,724,273,122",1,3,29,32,34,2,5,2017/6/24,17072,"346,418",33,"228,833,631"
355,"10,000,000",3,"3,673,649,899",1,4,11,14,33,5,7,2017/6/21,17071,"136,845",70,"210,213,519"
356,"10,000,000",4,"3,663,920,573",6,16,18,26,30,2,3,2017/6/19,17070,"136,834",69,"207,995,131"
357,"10,000,000",2,"3,655,686,532",10,16,20,23,32,8,11,2017/6/17,17069,"151,488",66,"228,473,387"
358,"10,000,000",1,"3,622,286,671",7,8,19,24,27,6,7,2017/6/14,17068,"64,040",113,"209,829,116"
359,"10,000,000",2,"3,602,210,395",10,17,18,32,35,10,11,2017/6/12,17067,"66,107",134,"212,851,692"
360,"10,000,000",4,"3,583,202,521",11,15,23,26,30,2,11,2017/6/10,17066,"140,834",77,"231,593,730"
361,"7,305,373",8,"3,572,736,762",5,11,12,19,28,5,12,2017/6/7,17065,"106,135",82,"213,256,921"
362,"10,000,000",2,"3,591,742,938",1,8,20,27,30,3,4,2017/6/5,17064,"116,875",78,"211,131,212"
363,"6,287,758",11,"3,561,778,733",18,21,22,24,29,5,11,2017/6/3,17063,"24,867",281,"234,932,394"
364,"10,000,000",2,"3,602,783,336",1,4,6,8,28,8,12,2017/5/31,17062,"191,426",57,"214,270,896"
365,"10,000,000",1,"3,568,226,863",10,19,23,25,30,2,4,2017/5/29,17061,"65,013",116,"208,653,050"
366,"5,957,762",14,"3,538,189,538",9,15,20,26,31,5,12,2017/5/27,17060,"35,879",187,"245,007,742"
367,"10,000,000",1,"3,607,004,261",8,11,13,15,17,3,10,2017/5/24,17059,"85,050",116,"223,675,219"
368,"6,986,731",8,"3,565,690,703",14,18,20,21,28,3,6,2017/5/22,17058,"75,857",107,"215,638,058"
369,"6,930,982",9,"3,589,910,730",12,16,19,23,24,2,5,2017/5/20,17057,"178,244",60,"237,458,502"
370,"10,000,000",4,"3,623,470,204",1,4,24,27,32,3,10,2017/5/17,17056,"193,013",51,"217,496,898"
371,"10,000,000",2,"3,614,943,787",19,20,22,30,33,3,9,2017/5/15,17055,"107,343",87,"213,671,196"
372,"6,945,590",9,"3,591,834,048",16,29,30,32,33,4,5,2017/5/13,17054,"146,223",67,"237,276,288"
373,"8,272,809",6,"3,625,148,136",6,19,20,22,26,1,11,2017/5/10,17053,"127,008",76,"218,610,023"
374,"8,229,327",4,"3,631,157,292",3,19,24,28,33,4,12,2017/5/8,17052,"81,082",93,"218,340,582"
375,"10,000,000",1,"3,636,318,978",14,17,18,22,29,10,11,2017/5/6,17051,"124,003",81,"241,560,120"
376,"7,486,392",7,"3,589,897,237",12,14,17,20,28,2,6,2017/5/3,17050,"200,246",47,"218,534,565"
377,"6,055,761",11,"3,606,049,646",9,12,14,22,31,5,8,2017/5/1,17049,"74,686",86,"202,400,371"
378,"8,580,522",4,"3,661,625,450",7,9,13,15,19,3,10,2017/4/29,17048,"80,226",112,"233,285,579"
379,"5,811,339",17,"3,664,460,457",15,19,32,33,34,9,12,2017/4/26,17047,"142,515",61,"216,534,177"
380,"7,154,756",7,"3,769,992,914",4,17,20,23,30,2,3,2017/4/24,17046,"71,833",116,"214,822,695"
381,"10,000,000",2,"3,791,214,185",1,8,11,21,35,9,12,2017/4/22,17045,"198,950",58,"236,182,140"
382,"10,000,000",2,"3,753,218,411",11,16,17,18,25,2,9,2017/4/19,17044,"142,780",66,"219,158,986"
383,"10,000,000",2,"3,726,032,789",6,13,22,25,35,9,12,2017/4/17,17043,"220,005",39,"189,775,514"
384,"9,501,645",3,"3,699,831,558",2,17,31,33,34,1,7,2017/4/15,17042,"110,653",74,"202,920,322"
385,"10,000,000",2,"3,696,768,216",2,4,6,25,31,5,9,2017/4/12,17041,"288,506",34,"187,473,970"
386,"7,343,490",5,"3,682,847,590",4,6,10,23,29,9,11,2017/4/10,17040,"68,767",112,"183,016,793"
387,"10,000,000",1,"3,696,565,737",5,6,14,17,26,3,8,2017/4/8,17039,"42,579",182,"202,116,551"
388,"8,078,810",4,"3,670,337,332",4,5,13,18,27,3,9,2017/4/5,17038,"120,249",63,"183,323,685"
389,0,0,"3,676,610,111",13,15,16,32,34,6,11,2017/4/3,17037,"49,161",172,"172,182,359"
390,"10,000,000",1,"3,638,673,625",1,4,9,18,33,2,5,2017/4/1,17036,"146,181",67,"207,193,403"
391,"6,041,708",11,"3,606,190,192",14,17,22,30,33,7,12,2017/3/29,17035,"49,967",143,"191,121,882"
392,"10,000,000",2,"3,657,628,827",6,12,21,26,29,2,11,2017/3/27,17034,"147,755",58,"188,394,105"
393,"10,000,000",2,"3,638,317,243",15,22,23,25,34,5,11,2017/3/25,17033,"119,443",75,"206,676,911"
394,"10,000,000",1,"3,612,033,002",2,13,14,18,29,3,9,2017/3/22,17032,"243,657",33,"190,004,398"
395,"7,864,769",5,"3,582,956,408",2,16,17,30,32,2,9,2017/3/20,17031,"93,890",77,"185,528,267"
396,0,0,"3,590,538,407",21,22,24,29,34,5,6,2017/3/18,17030,"104,627",83,"203,209,977"
397,0,0,"3,541,799,422",1,6,14,17,29,1,11,2017/3/15,17029,"163,414",59,"189,003,450"
398,"10,000,000",3,"3,490,596,212",6,18,22,23,33,9,11,2017/3/13,17028,"107,131",75,"185,993,221"
399,"8,569,144",5,"3,480,957,577",8,17,25,33,34,3,11,2017/3/11,17027,"66,308",124,"206,383,912"
400,"9,734,049",4,"3,483,244,837",10,14,19,25,32,2,7,2017/3/8,17026,"262,153",34,"186,355,566"
401,"10,000,000",2,"3,479,144,224",10,16,19,20,34,4,5,2017/3/6,17025,"160,881",49,"183,593,080"
402,"10,000,000",3,"3,471,058,022",21,23,29,32,35,11,12,2017/3/4,17024,"131,828",73,"206,593,265"
403,"10,000,000",1,"3,455,027,875",5,8,12,24,34,7,10,2017/3/1,17023,"72,605",97,"183,366,943"
404,0,0,"3,427,151,759",2,3,9,17,24,6,12,2017/2/27,17022,"250,053",39,"188,485,187"
405,"10,000,000",1,"3,379,016,481",1,15,17,20,26,6,8,2017/2/25,17021,"92,353",89,"201,103,341"
406,"6,970,810",6,"3,350,612,688",16,21,24,27,28,4,7,2017/2/22,17020,"54,136",117,"181,168,570"
407,"6,272,113",11,"3,371,542,925",2,6,14,23,25,2,10,2017/2/20,17019,"145,860",57,"182,158,151"
408,"10,000,000",2,"3,418,876,151",6,7,10,17,23,1,9,2017/2/18,17018,"173,164",52,"200,875,000"
409,"10,000,000",3,"3,392,699,037",4,19,24,26,29,4,6,2017/2/15,17017,"124,952",70,"182,067,186"
410,"10,000,000",3,"3,382,818,218",3,13,28,30,33,9,10,2017/2/13,17016,"97,252",84,"181,455,349"
411,"10,000,000",3,"3,373,917,243",1,7,19,27,34,1,2,2017/2/11,17015,"112,410",83,"196,382,532"
412,"10,000,000",1,"3,358,297,383",4,8,15,24,25,2,5,2017/2/8,17014,"119,082",68,"173,798,704"
413,"10,000,000",1,"3,335,198,533",5,12,17,30,34,11,12,2017/2/6,17013,"191,627",43,"176,214,923"
414,"10,000,000",2,"3,309,200,241",4,5,24,26,35,7,12,2017/2/4,17012,"188,622",48,"199,177,937"
415,"7,753,983",4,"3,296,873,997",5,15,21,29,34,6,9,2017/1/25,17011,"140,980",57,"193,935,932"
416,"6,781,359",7,"3,305,544,582",4,10,13,18,35,1,2,2017/1/23,17010,"225,866",42,"185,249,696"
417,"10,000,000",1,"3,334,512,408",5,6,8,12,22,3,4,2017/1/21,17009,"123,464",76,"203,513,636"
418,"10,000,000",2,"3,299,550,616",3,4,9,25,32,2,4,2017/1/18,17008,"183,841",48,"184,148,162"
419,"10,000,000",3,"3,283,292,218",8,11,17,25,27,2,4,2017/1/16,17007,"163,945",54,"185,767,086"
420,"6,247,111",13,"3,269,026,898",4,6,23,32,33,5,6,2017/1/14,17006,"63,619",127,"206,891,305"
421,0,0,"3,313,392,877",5,9,20,26,35,2,11,2017/1/11,17005,"124,767",72,"188,095,935"
422,"8,648,787",4,"3,269,100,289",5,8,11,28,31,6,7,2017/1/9,17004,"73,849",97,"186,673,580"
423,"10,000,000",2,"3,270,524,644",3,5,6,13,22,9,12,2017/1/7,17003,"211,393",46,"206,276,983"
424,"10,000,000",1,"3,252,308,112",7,12,14,31,34,9,11,2017/1/4,17002,"94,533",112,"192,781,724"
425,"6,898,280",8,"3,214,884,037",7,9,20,31,33,8,10,2017/1/2,17001,"81,529",89,"186,624,920"
426,"6,729,997",10,"3,235,556,086",6,16,17,21,29,4,6,2016/12/31,16154,"101,048",92,"226,398,958"
427,0,0,"3,271,932,474",13,18,25,29,35,3,11,2016/12/28,16153,"160,380",59,"196,228,015"
428,"9,894,220",3,"3,224,085,510",8,17,22,24,30,5,11,2016/12/26,16152,"93,852",97,"194,727,932"
429,"7,764,199",5,"3,219,661,079",4,7,11,14,21,5,12,2016/12/24,16151,"89,308",101,"219,111,783"
430,"5,002,840",106,"3,229,738,187",1,10,18,24,29,7,10,2016/12/21,16150,"15,000",2251,"188,065,956"
431,"10,000,000",2,"3,816,313,703",1,2,3,12,33,4,9,2016/12/19,16149,"73,600",96,"189,963,373"
432,"10,000,000",3,"3,806,985,330",5,14,15,23,25,6,8,2016/12/17,16148,"136,062",70,"210,580,973"
433,"5,356,179",22,"3,791,177,687",7,19,20,28,30,4,12,2016/12/14,16147,"15,000",413,"186,538,144"
434,"9,377,831",4,"3,915,756,735",21,22,25,29,34,1,11,2016/12/12,16146,"182,464",56,"191,944,792"
435,"8,669,836",4,"3,913,126,519",1,9,11,17,28,3,8,2016/12/10,16145,"24,515",224,"209,502,660"
436,"10,000,000",3,"3,914,443,711",4,5,13,22,31,5,10,2016/12/7,16144,"113,410",75,"191,810,527"
437,"10,000,000",3,"3,904,182,884",4,6,22,27,31,6,7,2016/12/5,16143,"145,073",59,"188,839,857"
438,"10,000,000",1,"3,899,078,595",1,6,17,23,26,6,12,2016/12/3,16142,"206,031",51,"208,883,904"
439,"10,000,000",2,"3,857,570,669",2,6,7,19,28,11,12,2016/11/30,16141,"105,391",91,"193,465,971"
440,"7,220,551",9,"3,845,393,921",12,16,23,29,34,4,11,2016/11/28,16140,"79,106",121,"188,081,802"
441,"10,000,000",1,"3,864,958,511",13,21,30,31,35,1,8,2016/11/26,16139,"225,438",42,"200,772,078"
442,"10,000,000",2,"3,826,489,200",12,13,16,29,35,5,11,2016/11/23,16138,"226,343",39,"179,140,283"
443,"10,000,000",2,"3,807,220,445",7,20,23,29,34,2,10,2016/11/21,16137,"119,261",63,"181,006,344"
444,"10,000,000",2,"3,791,740,200",5,6,7,19,23,4,11,2016/11/19,16136,"15,144",425,"204,254,202"
445,"10,000,000",2,"3,770,081,323",1,10,12,18,35,1,12,2016/11/16,16135,"185,221",59,"187,947,049"
446,"10,000,000",3,"3,741,306,383",1,3,31,32,34,2,7,2016/11/14,16134,"163,435",53,"185,722,161"
447,"8,706,060",4,"3,724,999,633",1,4,5,23,28,5,9,2016/11/12,16133,"238,903",38,"203,224,114"
448,"10,000,000",2,"3,726,472,243",4,18,19,22,35,1,2,2016/11/9,16132,"243,586",38,"180,524,624"
449,"7,083,984",6,"3,705,987,913",6,13,25,28,30,2,7,2016/11/7,16131,"73,205",89,"172,418,049"
450,"7,114,758",10,"3,722,891,036",11,23,32,33,34,1,12,2016/11/5,16130,"147,130",64,"200,057,806"
451,"9,693,425",3,"3,745,975,912",7,8,19,30,35,8,9,2016/11/2,16129,"86,455",91,"180,262,598"
452,"8,206,736",5,"3,742,471,490",17,20,22,30,33,7,8,2016/10/31,16128,"86,762",87,"178,307,590"
453,"10,000,000",2,"3,747,064,984",1,5,15,24,26,9,10,2016/10/29,16127,"368,223",28,"192,473,077"
454,"8,943,883",4,"3,727,343,868",11,13,16,19,24,6,8,2016/10/26,16126,"171,203",47,"176,733,833"
455,"10,000,000",1,"3,727,254,222",6,7,8,28,30,1,2,2016/10/24,16125,"105,159",76,"179,128,075"
456,0,0,"3,693,174,707",4,13,24,26,29,8,11,2016/10/22,16124,"233,216",36,"191,410,193"
457,0,0,"3,651,778,795",4,5,13,20,32,1,10,2016/10/19,16123,"139,892",74,"179,976,965"
458,0,0,"3,603,748,957",1,3,12,14,29,2,6,2016/10/17,16122,"229,813",39,"178,700,027"
459,"8,110,981",5,"3,559,509,834",4,5,8,15,20,1,6,2016/10/15,16121,"128,067",67,"196,550,154"
460,"8,218,445",5,"3,565,337,019",3,10,20,32,34,4,7,2016/10/12,16120,"170,108",45,"177,521,772"
461,"8,573,445",4,"3,569,855,994",2,3,9,21,22,5,10,2016/10/10,16119,"87,730",98,"175,765,163"
462,"10,000,000",2,"3,571,935,089",12,15,18,24,29,3,11,2016/10/8,16118,"65,868",123,"195,629,351"
463,"7,676,957",5,"3,557,096,623",3,9,14,16,23,2,9,2016/10/5,16117,"200,413",36,"159,626,154"
464,"10,000,000",2,"3,566,017,216",4,6,8,19,34,10,12,2016/10/3,16116,"357,126",22,"157,717,027"
465,0,0,"3,547,923,720",1,4,15,31,34,2,11,2016/10/1,16115,"229,239",43,"188,778,020"
466,"7,458,089",6,"3,502,839,878",16,17,20,32,33,3,7,2016/9/28,16114,"240,465",32,"173,340,048"
467,"10,000,000",3,"3,515,191,923",10,11,17,30,34,3,12,2016/9/26,16113,"149,794",56,"177,637,883"
468,"10,000,000",1,"3,502,750,201",7,22,23,31,32,4,5,2016/9/24,16112,"130,955",64,"199,351,193"
469,"10,000,000",1,"3,467,679,525",4,9,22,26,27,2,12,2016/9/21,16111,"86,588",92,"181,731,808"
470,"6,772,123",8,"3,442,910,758",7,20,21,23,30,7,10,2016/9/19,16110,"92,985",72,"179,311,987"
471,"10,000,000",2,"3,466,514,047",3,25,28,31,34,11,12,2016/9/17,16109,"198,739",50,"193,626,665"
